modelName,ExcludedBy
108511639,0;1;2;3;4;5;6;7;8;9;18
108513771,
108515816,
108521425,0;1;5;12
108522007,0;1;2;5;8;12
108527144,
108528309,
108528644,
108539536,0;18;22
108558129,
108572361,
108579890,0;1;5;12
108581518,0;1;5;12
108582197,
108583955,0;1;5;12
108597823,
108607715,0;1;8
108609719,0;1;5;12
108616450,
108625266,0;1
108632227,0;1;12
108632614,
108647964,0;1
108657890,
108660139,0;1
108660889,
108665518,
108666015,0;1;5;12
108669228,0;1;5;12
108673819,
108676388,
108682916,0;1;11;16;18
108683004,0;1
108695595,
108697292,
108697637,
108706786,
108707857,
108715555,
108722978,0;1
108728372,0;1;4
108730858,0;1
108739886,
108741675,0;1;5
108744373,0;1
108744439,0;1;2;3;4;5;6;7;8;9;10;12;14
108746260,
108757856,0;18
108759285,
108761184,0;1
108763659,
108767712,
108777006,
108778243,
108788217,0;1;5;8;20
108789950,0;1
108795048,0;1
108795764,
108796707,
108819958,
108822949,0;1
108825318,0;1;4;8
108825338,
108826067,
108832083,
108841351,
108848682,0;1;2;4;5;8;11
108850486,0;1;12
108853337,
108857743,0;1;5;8;12
108857959,0;1;5;12
108870209,0;16
108891188,
108892043,0;1
108893074,
108896106,0;3;8;13
108897105,
108901645,
108909277,
108918837,0;1;5;12
108918900,0;1;5;8;10;12
108919989,
108925778,0;18
108927052,
108927980,
108935582,0;1;4;5
108935787,
108938114,0;1
108949575,
108954986,
108957874,0;1;5;12
108971453,3
108981825,
108985606,
108986323,0;1;3;8
108988047,0;1;5;12
108990554,
108998938,
108998985,
109001980,
109018641,
109020711,
109026301,0;1;2;3;4;5;6;8;9;10;18;19
109030633,
109032059,
109043356,
109047775,0;22
109053454,0;1;2;3;4;6;7;8;9;10;14
109054230,
109055580,0;1;5;18
109061379,0;1;2;3;4;6;7;8;9;14
109062292,
109063744,
109064106,0;1;2;3;5;8;12
109064595,0;1;5
109069231,
109075544,0;1;5
109077372,0;1
109082061,
109082768,
109084341,
109085009,
109090394,
109106408,0;1;5;12
109107297,0;1
109108554,
109118310,0;1;5;12
109118548,
109118679,
109126354,0;1
109129757,
109131454,
109131659,
109132695,0;1;5;12
109133260,
109139816,
109142718,4
109144295,
109145438,
109156621,
109157014,0;1;5;12
109159741,0;1;4;5;8;10
109161484,0;1;16;18
109164232,
109164447,
109165590,0;1;5
109165592,
109167255,
109167341,
109178142,
109178200,
109181760,
109186728,
109197486,
109203818,0;1
109206036,
109209251,0;1;5
109212141,
109218520,
109220066,
109229886,
109233566,
109235929,
109242728,0;22
109243718,0;1;5;10;12
109244562,
109256985,0;1;5;8;12
109276529,0;1
109291190,
109295015,0;1;2;3;4;6;9;13;16;18
109296386,0;1
109296719,
109297150,0;1;3;4;9
109297769,
109304105,0;1
109305539,
109311178,
109311648,0;1;5;12
109315739,0;1;16;18
109317254,
109322015,0;18
109322766,
109329131,
109338430,0;1;5;8;12
109340125,0;1;18
109342733,0;1;5;8;10;12
109342741,0;1;5
109346778,
109363441,
109372185,
109372692,0;1;2;3;4;5;6;7;8;9;11;13;14;17;18;19
109373644,
109375534,0;1;5;8;10;12
109389518,
109392439,
109395257,
109403192,0;1;5
109405399,0;1
109408663,
109413320,0;1
109413419,
109417711,
109420001,
109423340,
109425474,0;1
109427969,
109428651,
109431537,
109437874,
109444618,
109444905,
109445080,
109445564,
109454571,0;1;5;8;12
109464931,
109477229,0;1;5;12
109482253,0;1
109488680,0;1;5
109498221,0;1;2;3;4;6;8;9;14
109498302,
109498532,
109502159,
109504246,0;1;5;12
109504363,
109505345,
109505693,
109510695,0;1;20
109511488,0;1;5;12
109512868,0;1;5;12
109513560,
109515321,
109519921,
109520013,0;1;5;12
109524381,
109527362,0;3;4;9
109541138,
109548323,
109556715,
109558112,0;1
109566228,
109568832,
109571791,
109573548,0;1
109574423,
109580504,0;1
109581279,
109583578,0;1;2;4;5
109590452,
109592974,0;1;4
109594308,
109598983,
109599773,0;1
109599983,
109604851,
109604885,
109613408,
109615350,0;1
109616683,
109620724,0;1
109623631,
109626433,
109635915,0;18
109638738,0;21
109644862,
109655645,
109664526,4
109670063,
109678069,
109678597,0;1;4
109679062,
109680702,
109689774,
109704296,0;22
109716602,
109717370,0;1;5
109717482,
109718716,0;1
109719777,
109723425,
109727142,0;1;5
109738761,
109742904,
109749520,
109752039,0;8;10
109756550,
109757068,
109759202,
109761003,
109763062,0;1;2;3;4;5;7;8;9;11;12;18
109770538,
109772333,0;16
109776022,
109795757,
109797133,
109808632,
109822779,0;1;5;8;9;10;13;14
109825052,0;16;18
109828205,
109833894,
109834392,
109835312,0;1;5;12
109838253,0;1;5;12
109839459,
109845371,0;1;2;4;5;22
109846880,
109850775,
109852977,
109855751,0;1
109857778,
109860842,0;1
109864454,0;1;5;12
109869598,
109878582,0;1
109883898,
109885610,0;1;5;12
109887477,
109897164,
109898573,
109899685,0;1
109901522,
109907869,
109910619,
109918509,
109929817,
109931598,0;18
109931921,0;1
109941200,0;1
109947173,
109949039,0;1;5;12
109950742,
109951757,
109959429,0;1
109960895,0;1;2;3;4;8
109967403,
109987408,0;1;2;3;4;16;18
109988976,
109991413,
109994271,
110019008,0;18
110020920,
110021260,
110033642,0;1;5;12
110039860,
110043002,
110049508,
110050471,
110051507,
110051962,
110052742,
110060824,
110064465,
110064830,0;1;5;12
110075429,
110075902,0;1
110080601,
110082430,
110086295,0;1
110089397,
110091329,
110091352,
110091531,
110093540,
110103137,0;1;5;11;16;18
110114687,
110118323,
110119771,
110130087,
110130414,
110131337,
110131941,
110132877,0;1;5;12
110132907,0;1;5
110134776,0;1;5;12
110135181,
110136205,0;1;5;10;12
110138209,0;1;2;3;8;10;14
110139884,0;1;5;12
110149050,
110152052,
110156990,0;1;5;8;12
110161066,
110166548,
110170668,
110172936,
110174648,
110175496,0;1
110178513,
110188077,0;22
110189381,0;1
110192172,
110192835,
110195702,
110200200,
110201145,0;1;22
110202261,
110206778,
110207197,
110217151,0;1
110220311,
110227334,
110231442,
110239431,0;1
110242332,
110244612,
110255708,0;1;4
110257260,0;1;2
110258830,0;1
110263664,
110267822,0;1;5
110269957,0;1;2;3;4;6;8;9;14
110275626,
110278065,0;1
110281066,
110284655,
110290841,0;1
110293772,0;1;3;5;8;10
110297239,
110298916,
110308864,0;1;2;3;5;8;10;14
110315841,
110316212,0;17;18
110319571,0;1
110322092,0;1
110327420,0;1;2;3;4;5;8;9
110329832,0;1;7
110332148,0;1;5;12
110335118,0;1
110335232,
110352145,0;1
110355900,0;1;5;12
110356402,
110369835,
110370498,
110371355,
110373619,
110381712,
110382440,
110387204,0;1
110387953,0;1;5
110392332,0;1
110399082,
110399652,0;1;5;11;16;18
110402153,0;1;5;12
110403872,0;1
110404885,
110408320,0;1;5;12
110410036,0;1
110413892,
110422207,
110430046,0;1
110430905,
110445808,0;1
110451989,0;22
110463146,0;1;2;3;4;8;9
110463704,
110485072,
110496610,
110496811,0;1;5
110517978,
110518098,
110519054,
110523474,
110530888,
110534466,
110535268,
110538856,0;1;2;5;8;10;12
110542115,
110544772,0;1;5;8;12
110546676,
110558072,
110564207,0;1;5
110580748,0;1;3;8;9;14
110584075,0;1
110584906,
110589849,
110592943,0;1;18
110595134,
110596736,0;5;16;18
110603421,
110612913,
110613908,
110623456,0;1;16;18
110624648,0;16;18
110635070,
110635895,0;1;2;3;5;8;10;12;14
110636706,0;1;5;8;12
110637054,0;1;4
110637169,0;1;2;3;4;5;7;8;9;11;18
110639784,0;1
110642693,
110655729,
110660153,
110665132,
110666708,
110669778,
110671617,0;1;2;3;4;6;7;8;9;13
110674919,
110679313,0;1
110685821,0;1
110689423,
110692079,
110693885,0;18
110698235,
110700649,0;1;3;8;10
110703501,
110707983,0;1;5;12
110712815,
110714328,
110721355,
110724098,0;1;3;5;8;10
110725018,
110727891,0;1;5;10
110730754,
110740059,
110754468,0;18
110760408,
110760850,
110762507,0;1
110763682,
110764204,
110764624,0;1;5;16;18
110774833,0;1;5;7
110775699,0;1;5;12;22
110777581,
110779321,0;1;3;5;8;10;12;14
110779533,
110784496,
110793989,
110802722,
110813330,
110814746,
110817691,
110828329,
110835804,0;3;4;9
110841363,
110841586,
110845048,0;1;12
110851153,0;1;5
110859567,
110863119,
110870684,
110877086,0;22
110877565,
110879265,0;1
110887081,
110892015,0;1;2;4;5;6;7;8;9;12;13;17;18
110897010,0;1;5;12
110901431,
110904439,0;1;4;9
110904599,0;1;2;3;4;8;9
110908847,0;1;5;12
110911304,0;1;5;12
110920368,
110920774,
110922487,
110927150,0;1;16;18
110927764,
110928584,0;1;5;12
110930276,0;16;18
110934735,
110941094,
110952637,0;21
110956025,
110959891,0;1
110962828,0;1
110963541,0;1;5;8;12
110963752,
110971309,
110987138,0;1;5;12
110990097,
110992224,
110996492,
111001370,0;1;2;4;5;8;9;11;12;19
111006176,
111019653,
111021432,0;1;2;3;4;8;9
111021737,0;1;5;12
111028211,
111036150,0;1;2;4;5;8;9;12;18;19
111037120,
111040215,
111047303,
111058066,
111066547,0;1;2;5;8;12
111068073,
111072173,
111073944,0;1;5;8;12
111079234,
111082156,0;1;5;12
111083064,
111085133,0;1
111094323,0;1;5;16;18
111094707,0;1;3;4;5;8;12
111097084,0;1;3;5;8;10;12
111098550,
111106784,0;1
111107606,
111109250,0;1;2;3;4;5;8;9;10;11;12;14
111116055,
111117469,
111120778,
111128778,
111128845,
111129371,
111132142,0;1;2;5;11;12;16;18
111133130,
111136063,0;1;4;8
111141125,
111142539,
111146836,
111155399,
111156132,
111156369,
111157836,0;1;2;4;6;8;9;13;14;19
111159659,0;3
111161146,0;1;5
111162453,
111164123,0;1
111179221,
111181487,
111181997,0;1;12
111183094,
111190060,
111193422,
111208299,0;1
111211385,
111217713,0;1;5
111220820,
111226313,0;1;2;3;8;16
111230949,
111236538,0;1;5
111239541,
111244057,
111249970,0;1
111261860,0;1;5;12
111276468,
111282003,
111288020,
111295543,0;8;9;10;14
111305366,
111305375,0;1;2;5;8;12
111311821,
111314031,
111317390,
111317438,
111318074,0;1;5;12
111318443,
111319170,0;1;10
111340260,
111340927,0;1
111348573,
111361723,0;1;2;5;12
111379104,0;1
111380174,
111392879,0;1;5
111394268,
111398213,
111405780,
111406930,
111407216,0;1;2;3;5;8;10;12;14
111411054,0;1;2
111419624,0;1
111424588,
111432836,
111438016,
111454767,
111462350,
111464111,
111468881,0;21
111470752,
111475355,0;1
111475684,
111481002,
111484803,
111491285,
111504367,
111505208,0;1;5;8;12
111506100,
111506796,
111507768,0;1;2;5;8;12
111514395,
111515683,
111519772,
111530787,0;1;5;12
111531685,0;1;5;12
111535431,
111537241,
111540647,0;1;2;4;5;7;8;9;13
111541449,0;1;2;3;4
111541998,
111542720,
111543973,0;1;2;3;4;6;9;16;18
111561604,0;1
111567364,0;1;5;12
111567897,0;1;16;18
111580361,0;1;5;12
111582134,
111595243,
111595805,
111598962,0;1;2;3;5;8;10;12;14
111602808,0;1
111619858,0;1
111635514,0;16;18
111642144,
111642778,
111649403,0;1;5;22
111651845,
111652217,0;1;3;5;8;10;12;14
111657951,0;16;18
111658246,0;1;2
111663611,0;21
111665142,0;1;4
111673648,0;1;5;12
111673779,0;1;2;3;5;8
111675822,0;8;10
111677770,
111685446,
111688461,
111696353,0;18
111711747,0;1
111713849,
111715958,0;5;16;18
111724305,
111727333,0;1;2;5
111735148,
111739235,0;1;2;3;4;6;8;9;13;19
111739348,
111742932,0;1
111745030,0;1;5;12
111751943,
111753758,0;1;5;12
111756520,
111757697,
111764273,0;18
111768166,0;1;5;12
111773271,
111778825,0;1;5
111792933,
111793947,
111798685,0;1;5;12
111801065,
111803296,0;1
111811544,0;1;5;12
111817904,0;1
111820633,0;1;2;3;4;5;8;10
111828361,0;18
111836215,
111848688,0;1;2;3;4;5;8;9;10;14
111848891,
111850047,0;3;4
111851166,
111853752,0;1;5;8;12
111856706,
111865884,
111867021,
111874216,
111876008,
111885300,0;1
111887283,0;3;8
111890561,
111896865,0;1;5;12
111899972,
111902327,
111912845,0;1;5
111916804,
111917939,0;1
111919123,
111922130,
111922322,0;1;5;8;10;12
111924039,
111925683,0;1
111928145,
111931085,0;1
111932366,
111953034,0;1;2;4;5;9;12
111955753,
111974202,0;1
111979006,0;1
111985463,0;1;5;12
111985700,
111992611,0;1;5;12
112008683,0;1;2;3;4;5;6;8;9;10;14;19
112014682,
112015673,
112029312,0;1;2;3;4;5;6;8;9;10;11;14;19
112032873,
112033798,0;1;8
112034206,
112045720,0;1;5;12
112054275,
112066086,0;1;3;5;8;10;12
112073448,0;1;5;8;12
112081557,
112082308,
112088169,
112091181,
112092324,0;1;4
112094412,
112099411,0;1;4;5
112100782,
112108119,0;1
112114382,
112132151,0;1;2;3;4;7;8;9;13;14
112134940,
112136066,
112136915,
112138101,
112139636,
112149133,0;16;18
112149815,0;1
112152792,
112160132,0;1
112161316,0;18
112164204,
112176739,
112183925,
112187137,
112187302,
112187478,
112192662,
112194942,
112196025,0;1;5;12
112197424,0;1;2;5;8;12
112203368,0;1
112219130,0;1
112222191,
112223262,0;1;5
112226224,0;1;3;5;10;12
112235332,
112239099,
112243079,
112244394,
112244636,
112252876,0;1;2;3;4;16;18;19
112261325,0;1;5;12
112261769,0;1;18
112268893,0;1;5;12
112269830,0;1
112271640,
112272166,
112283866,
112284611,0;1;3;4;5;8
112300828,
112302003,0;1;4;5;8;9;12;14
112307509,0;1;4
112313969,0;1
112314192,
112341629,
112345953,0;1;2;3;8
112347461,0;1;5;12
112350860,0;1
112353468,
112358337,
112364017,
112364737,
112368027,
112370399,
112374340,0;1
112378255,0;1;5;12
112386250,0;18
112403818,
112412817,0;1;4;5
112415531,
112420493,
112436835,0;1
112437843,0;1
112451158,
112463308,0;1;5;12
112464445,0;1;5;16;18
112465099,
112471159,
112471391,0;1;5;12
112475458,
112476057,
112476233,0;1;2;5;22
112481596,
112481780,
112492088,0;1
112492259,
112501877,0;1;2;5;8;12;20
112504596,0;8;10
112504999,
112512133,0;1;4;5
112513186,
112515130,
112515651,0;1;5;10;12
112524011,
112525494,0;1;5;10;12
112533074,
112545961,
112550521,
112553923,0;1;5;12
112556861,0;1
112560301,0;1;5;12
112564416,
112566069,
112568570,
112569721,
112577264,
112583963,
112584497,0;1;5;12
112588220,0;1
112596744,0;1
112598336,0;1;5;12
112599023,0;22
112602843,0;1
112603918,
112604048,
112607804,0;22
112608438,
112613608,
112619336,
112620226,0;1;5;12
112623382,0;1;5
112627749,
112627895,
112628229,0;8;14
112633348,0;1
112633746,0;1
112637323,
112638544,
112643904,0;1;2;3;5;8;10;14
112647445,0;1;3;5;8;12
112647574,0;1;2;3;4;6;9;16;18
112647893,
112649362,
112653558,
112654056,
112656155,
112659419,
112662916,0;1;5
112666678,0;1;5;12
112672639,
112673412,
112675726,
112676902,0;1
112677276,0;3
112689458,0;1;5;12
112689939,
112695840,0;1;2;3;4;8
112698315,
112701214,
112710107,
112712280,0;1;3;5;8;10;12
112712826,0;5;16;18
112717711,
112724290,
112725341,
112727265,0;1;2;3;4;6;8;9;14
112738838,0;1;5;12
112739433,
112763666,
112767854,0;16;18
112769877,
112772873,0;1;5;8;12
112790798,
112792590,
112798754,
112798982,0;1
112802348,0;21
112815019,
112819341,
112821758,0;3;8
112827064,0;1
112833164,0;1;5;12
112834469,0;1;2;3;4;6;7;8;9;13;14;19
112834777,
112836432,
112846115,0;1
112850050,0;1
112865675,0;1
112867443,0;1
112868233,0;1;2;4;5;8
112879067,
112879855,0;18
112888402,
112891222,
112891643,0;1;5;12;22
112901773,
112910524,0;1;2;5
112912500,
112913325,0;1;2;3;4;8;9;14
112919634,0;1
112921655,
112923931,0;1;5;12
112924413,
112931092,
112938693,
112945215,0;1;5;12
112946940,0;1;5;8;12
112947547,0;1;5;12
112948832,0;1;2;4;5;9;11;12
112951407,0;1;5;12
112953950,
112955915,
112956303,
112957532,
112959596,
112961994,0;1;5
112962733,
112965447,0;22
112968711,0;1;5
112980069,0;1;2;5
112986405,
112996425,
113004461,0;1;2;3;4;6;7;8;9;13;14
113005335,0;1;5;12
113014888,
113018733,
113019602,
113019896,0;1;3;8
113022553,
113032092,
113033920,
113043631,0;1
113044541,0;1
113046833,0;1;5
113048588,
113051560,0;1;5;12
113058669,
113062065,
113076421,0;18;19
113077291,0;1;2;4
113081947,0;1;2;3;4;8;9;14
113085764,
113086683,0;1
113088972,
113093784,
113094273,
113094547,
113101053,
113103036,0;1;4;6;8;9;14
113103704,
113109943,
113111226,
113112378,
113114070,0;1;5
113139831,0;1;4;5
113143860,
113151309,0;1;5;12
113155861,0;18
113156370,0;1;5;12
113159254,
113168763,
113171989,0;1;5
113179235,
113182041,0;22
113183694,
113183831,0;1
113185982,
113186682,0;1;5;8;12
113192318,0;1
113209027,0;1;2;3;5;8;10;12
113211204,
113211318,0;1;5;12
113213932,0;1
113230937,0;1
113233801,0;1
113238586,0;3
113238934,0;1;3;5;8;10;14
113256805,
113278788,0;21
113281674,0;1
113282939,
113288162,
113289260,
113291010,
113293269,
113298489,
113300725,
113301518,
113303956,0;1;4
113305380,0;21
113309430,
113313694,
113315087,0;1
113315710,0;1
113318170,0;1
113321040,
113335741,0;1;8
113340345,0;1;3;10
113343120,0;1
113346457,
113348799,0;1;2;3
113349922,0;1;3;4;8;9
113351721,0;1
113351955,0;1;18
113355898,
113363947,
113364387,
113367047,0;1;5
113375084,
113380985,
113392590,0;1;2;7
113393235,0;16
113396387,
113401340,
113414072,
113416568,
113428499,
113432943,
113439343,
113448367,0;1;2;4;5;8
113469460,
113470216,
113478373,0;1;4;11;18
113480571,
113487708,
113525590,
113530762,
113532480,
113539320,0;1;4;5;12
113546096,0;1;12
113553143,
113554651,
113557795,
113557867,
113571098,0;1
113593332,
113604370,0;1;5
113613824,0;1;3;10
113616031,
113617284,
113621454,
113622303,0;1;2;5;8;12
113625600,
113633916,
113640712,0;1;5;12
113642830,
113646607,
113647488,0;1;2;3;8;10;14
113650973,
113652073,0;1;2;3;4
113666269,
113678413,
113683795,0;1;3;4;5;8;9;10;12;14
113689364,0;1
113691628,
113692143,0;1;5;12
113695573,
113697864,
113700834,0;1;5;12
113702606,0;1;5;8
113705682,
113711053,
113723452,0;22
113726643,0;1
113727038,0;1
113727697,
113731531,
113740686,
113745990,0;1;2;5;8;12
113747611,0;1;5;12
113747779,
113753149,
113756118,0;1;5;12
113759628,
113762600,0;1;5;12
113766657,0;1
113767578,
113767805,
113777720,0;1
113779236,
113780839,
113781253,0;1;5
113802800,0;1
113805590,0;1;2;3;5;8;10;12;14
113806405,
113808933,0;1
113812333,0;1;4;5;22
113812627,
113812723,
113821148,0;1
113829033,
113834096,0;1;5;8;12
113841111,
113852930,
113856845,0;22
113860362,0;17;18
113862302,0;1
113872156,
113892893,0;1
113895289,0;1
113897960,
113898023,
113908177,
113908464,
113911212,
113914950,0;1;4;8;9
113919493,0;1
113936195,
113940669,0;16;18
113952384,
113953563,
113965440,
113968339,0;1;2;3;4;6;7;8;9;13;14;16
113968584,
113975877,
113978239,
113999496,
114005015,0;1;4
114016135,
114018158,
114019956,0;1
114028399,0;18
114031564,0;20
114034385,
114036542,
114040097,0;1;5;12
114043351,
114053324,
114053828,0;1;5
114055937,0;1;5
114059658,
114076839,
114082201,
114088395,
114090203,
114099228,
114102348,
114104933,
114105711,0;1;5
114113025,0;1;5
114114040,
114117515,0;22
114121523,
114123742,
114148592,0;1
114150688,0;1;2;4;5
114159930,
114161660,
114174489,
114176032,
114176687,0;1;5;12
114182923,0;1;5;12
114186768,
114188362,
114190167,
114191024,0;22
114204278,
114210576,0;1;2;4;6;7;9;13;18;19
114211604,
114217748,
114227941,
114228258,0;1;2;3;4;6;8;9;13
114228815,0;1;5;12
114230971,0;1
114233591,0;1;18
114236124,0;1;5
114244065,
114248037,
114265484,
114268125,
114270540,0;1;5;12
114272433,0;1;2;5
114278558,0;16;18
114279988,0;1;5;10;12
114284656,0;1;5
114285064,0;1
114288268,0;1
114302820,0;1;5;8;12
114310328,
114318123,0;20
114323600,
114330256,0;21
114332997,0;16;18
114336587,0;1;5;12
114345889,
114350639,0;1;8;10
114365898,0;16;18
114373338,
114377671,
114386670,0;1
114393457,0;3
114414321,
114419838,
114420312,0;1;4;5
114420316,0;1
114421128,0;1
114426406,
114431628,
114431786,0;1
114438828,0;1;5
114443073,
114443141,
114443229,0;1
114455930,
114460652,0;1
114470510,
114474662,
114487266,
114495897,
114499617,
114507548,
114513740,
114521501,
114522605,
114522935,0;1;5
114529648,
114531832,
114535180,
114539020,
114539098,
114539295,0;1
114542488,
114542614,
114546140,
114558602,
114562742,
114577660,
114579526,
114585904,
114591090,
114592611,
114608663,
114614184,0;1
114614455,0;1;8
114617194,
114619968,
114621502,0;1;5;12
114623275,
114623969,
114633914,
114643837,
114645191,0;1
114651332,
114657515,0;1;8
114669845,0;1;4
114682672,
114683274,
114686273,
114688135,
114689361,
114696610,0;1
114704694,
114706363,0;1
114711316,0;1;5;8;12
114721474,
114733094,
114736787,0;1
114737114,0;1;5
114746966,0;1;5;8;12
114749335,0;1;5;8;10;12
114751262,0;1;5
114765105,
114768933,
114770946,
114774802,
114775454,
114775469,
114787692,0;1
114788070,
114794202,
114794362,0;1;5;12
114795521,0;1;5;12
114799367,0;1;5;12
114812296,
114815194,
114817675,0;1;5;12
114827387,
114828641,0;1;5;12
114836017,
114838630,
114841714,0;1;5
114845211,0;1
